source_ref,status,source_document_id,source_title,source_url,source_sha256,clause_locator,source_page,authority_state
"NAMCATS 139.10.3","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.3","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.4","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.4","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.5","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.5","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.6","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.6","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.7","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.7","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.8","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.8","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.9","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.9","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.11.3","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.11.3","","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.11.4","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.11.4","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.11.6","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.11.6","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.12.2","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.12.2","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.12.3","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.12.3","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.12.4","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.12.4","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.12.6","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.12.6","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.12.7","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.12.7","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.12.8","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.12.8","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.13.3","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.13.3","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.14.2","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.14.2","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.16","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.16","10","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.16.11","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.16.11","10","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.16.2","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.16.2","10","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.16.3","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.16.3","10","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.16.4","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.16.4","10","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.16.5","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.16.5","10","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.16.6","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.16.6","10","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.16.7","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.16.7","10","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.17.2","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.17.2","10","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.17.6","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.17.6","10","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.9.13","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.9.13","","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 140.02.3","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","140.02.3","","SOURCE_OWNER_ATTESTATION_REQUIRED"
